,raw,label,clean
8182,"HARTWEIZENGRIEß*| Wasser. *aus kontrolliert biologischem Anbau.

Kann Spuren von EI enthalten.",glutenhaltig,hartweizengrieß wasser aus kontrolliert biologischem anbaukann spuren von ei enthalten
8183,"Vollkorn-HAFERFLOCKEN| 848%)| Zucker| Palmöl| WEIZENMEHL| Vollkorn-WEIZENFLOCKEN (6%)| Mais| Glukose-Fruktose-Sirup| Palmkernfett| MAGERMILCHJOGHURTPULVER| SÜßMOLKENPULVER| LAKTOSE| HAFER-Vollkornmehl (2%)| Zitronensaftkonzentrat| Zitronenöl| GERSTENMALZEXTRAKT| Speisesalz| Aroma| Emulgator Lecithine. 

Kann Spuren von SCHALENFRÜCHTEN enthalten.",glutenhaltig,vollkornhaferflocken  zucker palmöl weizenmehl vollkornweizenflocken  mais glukosefruktosesirup palmkernfett magermilchjoghurtpulver süßmolkenpulver laktose hafervollkornmehl  zitronensaftkonzentrat zitronenöl gerstenmalzextrakt speisesalz aroma emulgator lecithine kann spuren von schalenfrüchten enthalten
8184,"25% BUTTER getrocknet| Stärke| Palmöl| MAGERMILCHPULVER| Gemüsemaispulver| Zucker| Aromen (mit GERSTE)| jodiertes Speisesalz| Speisesalz| Glukosesirup| 1% Zitronensaftpulver| Würze| MILCHEIWEIß| Hefeextrakt| Zwiebeln| Weißweinextrakt| Kochsalzersatz²| Curcuma. 
²gewonnen aus natürlichen Kaliummineralien

Kann Spuren von EI und SELLERIE enthalten.",glutenhaltig, butter getrocknet stärke palmöl magermilchpulver gemüsemaispulver zucker aromen mit gerste jodiertes speisesalz speisesalz glukosesirup  zitronensaftpulver würze milcheiweiß hefeextrakt zwiebeln weißweinextrakt kochsalzersatz curcuma gewonnen aus natürlichen kaliummineralienkann spuren von ei und sellerie enthalten
8185,"Wasser| Rapsöl| Glukose-Fruktose-Sirup| Tomatenmark (4|5%)| Branntweinessig| Zucker| modifizierte Stärke| Zwiebeln| Salz| MOLKENERZEUGNIS| Kräuter| SENFSAATEN| EIGELB (EIER aus Bodenhaltung)| Zitronenkonzentrat| Gewürze| natürliches Aroma| WEIZENMEHL| Verdickungsmittel Xanthan.
Unter Schutzatmosphäre verpackt.",glutenhaltig,wasser rapsöl glukosefruktosesirup tomatenmark  branntweinessig zucker modifizierte stärke zwiebeln salz molkenerzeugnis kräuter senfsaaten eigelb eier aus bodenhaltung zitronenkonzentrat gewürze natürliches aroma weizenmehl verdickungsmittel xanthanunter schutzatmosphäre verpackt
8186,"Fettarmer JOGHURT (69%)*| Himbeerpüree (15%)*| Rohrzucker*| Dextrose*| Stabilisatoren (Johannisbrotkernmehl*| Guarkernmehl*)
*aus biologischem Anbau.

Das Produkt kann Spuren von GLUTEN| EI| ERDNUSS| SOJA und SCHALENFRÜCHTEN enthalten.",glutenhaltig,fettarmer joghurt  himbeerpüree  rohrzucker dextrose stabilisatoren johannisbrotkernmehl guarkernmehlaus biologischem anbaudas produkt kann spuren von gluten ei erdnuss soja und schalenfrüchten enthalten
8187,"Trinkwasser| 11% geräucherter Speck (Schweinebauch| Speisesalz| Stabilisator Natriumisoascorbat| Pfeffer| Rauch)| 7% SCHLAGSAHNE| Rapsöl| modifizierte Stärke| SCHMELZKÄSE (italienischer HARTKÄSE)| Speisesalz| Zwiebeln| Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren| Zucker| Hefeextrakt| Verdickungsmittel (Xanthan| Guarkernmehl)| Gewürze (Muskatnuss| schwarzer Pfeffer| Knoblauch| Curcuma)| Stabilisatoren (Natriumphosphate| Polyphosphate)| EIGELB| Karottensaft| Säureregulator Natriumhydrogencarbonat| natürliche Aromen| Petersilie.

Kann Spuren von GLUTEN| SELLERIE und SENF enthalten.",glutenhaltig,trinkwasser  geräucherter speck schweinebauch speisesalz stabilisator natriumisoascorbat pfeffer rauch  schlagsahne rapsöl modifizierte stärke schmelzkäse italienischer hartkäse speisesalz zwiebeln emulgator mono und diacetylweinsäureester von mono und diglyceriden von speisefettsäuren zucker hefeextrakt verdickungsmittel xanthan guarkernmehl gewürze muskatnuss schwarzer pfeffer knoblauch curcuma stabilisatoren natriumphosphate polyphosphate eigelb karottensaft säureregulator natriumhydrogencarbonat natürliche aromen petersiliekann spuren von gluten sellerie und senf enthalten
8188,Hühnerfond (Wasser| Hühnerfleisch)| Hühnerfleisch gegart (30%)| Zwiebeln (10%)| SAHNE (9%)| VOLLMILCH| pflanzliches Öl (Raps| Sonnenblume)| WEIZENMEHL| Stärke| Speisesalz| Zucker| Knoblauch| Hühnerfett| Gemüse (Lauch| Karotten| Blummenkohl| Tomaten| Erbsen| Spargel)| Gewürze.,glutenhaltig,hühnerfond wasser hühnerfleisch hühnerfleisch gegart  zwiebeln  sahne  vollmilch pflanzliches öl raps sonnenblume weizenmehl stärke speisesalz zucker knoblauch hühnerfett gemüse lauch karotten blummenkohl tomaten erbsen spargel gewürze
8189,Zucker| VOLLMILCHPULVER| Kakaobutter| Kakaomasse| MILCHZUCKER| SÜßMOLKENPULVER| Emulgator: Sonnenblumen-Lecithine| Vanilleextrakt. Kann Spuren von HASELNÜSSEN| MANDELN| GLUTEN und Soja enthalten.,glutenhaltig,zucker vollmilchpulver kakaobutter kakaomasse milchzucker süßmolkenpulver emulgator sonnenblumenlecithine vanilleextrakt kann spuren von haselnüssen mandeln gluten und soja enthalten
8190,ROGGENVOLLKORNSCHROT (59%)| Wasser| Salz.Kann Spuren von SESAM und SOJA enthalten.,glutenhaltig,roggenvollkornschrot  wasser salzkann spuren von sesam und soja enthalten
8191,"Kartoffeln| Palmfett| 3|6 % MAGERMILCHPULVER| Jodsalz| MILCHZUCKER| MILCHEIWEISS| Emulgator Mono- und Diglyceride von Speisefettsäuren| Stabilisator Diphosphate| Aromen| Antioxidationsmittel Ascorbylpalmitat| Kurkuma. 

Kann EIER| SELLERIE| SOJA| GLUTENHALTIGES GETREIDE und SENF enthalten.",glutenhaltig,kartoffeln palmfett   magermilchpulver jodsalz milchzucker milcheiweiss emulgator mono und diglyceride von speisefettsäuren stabilisator diphosphate aromen antioxidationsmittel ascorbylpalmitat kurkuma kann eier sellerie soja glutenhaltiges getreide und senf enthalten
8192,Stärke| WEIZENMEHL| pflanzliches Fett| Aroma (mit EI und GERSTE)| jodiertes Speisesalz| Seisesalz| Zucker| Hühnerfett| Geschmacksverstärker (Mononatriumguaylat| Dinatriuminosinat| Dinatriumguanylat)| karamellisierter Zucker| Hefeextrakt| MILCHZUCKER| Maltodextrin| MILCHEIWEIß| Rosmarin| Farbstoff Paprikaextrakt| Antioxidationsmittel Rosmarinextrakt.,glutenhaltig,stärke weizenmehl pflanzliches fett aroma mit ei und gerste jodiertes speisesalz seisesalz zucker hühnerfett geschmacksverstärker mononatriumguaylat dinatriuminosinat dinatriumguanylat karamellisierter zucker hefeextrakt milchzucker maltodextrin milcheiweiß rosmarin farbstoff paprikaextrakt antioxidationsmittel rosmarinextrakt
8193,Zucker| Glukose-Fruktose-Sirup| WEIZENMEHL| WEIZENSTÄRKE| Palmfett| Dextrose| Gelatine| Säuerungsmittel: Citronensäure| Emulgator: Mono- und Digylceride von Speisefettsäuren| Aroma| Frucht- und Pflanzenkonzentrate: Rettich| Schwarze Johannisbeere| Apfel| Überzugsmittel: Bienenwachs weiß und gelb| Carnaubawchs.,glutenhaltig,zucker glukosefruktosesirup weizenmehl weizenstärke palmfett dextrose gelatine säuerungsmittel citronensäure emulgator mono und digylceride von speisefettsäuren aroma frucht und pflanzenkonzentrate rettich schwarze johannisbeere apfel überzugsmittel bienenwachs weiß und gelb carnaubawchs
8194,"42% ERDNUSSKERNE| Reismehl| Stärke (Mais| WEIZEN)| WEIZENMEHL| Sonnenblumenöl| Zucker| Salz| Gewürze| Tomatenpulver| Zwiebelpulver| natürliches Aroma| Paprika| Hefeextrakt| Chili| Farbstoff (Paprikaextrakt)| Invertzuckersirup. 
Unter Schutzatmosphäre verpackt. 

Enthält Spuren von SCHALENFRÜCHTEN.",glutenhaltig, erdnusskerne reismehl stärke mais weizen weizenmehl sonnenblumenöl zucker salz gewürze tomatenpulver zwiebelpulver natürliches aroma paprika hefeextrakt chili farbstoff paprikaextrakt invertzuckersirup unter schutzatmosphäre verpackt enthält spuren von schalenfrüchten
8195,WEIZENMEHL| ROGGENGRIESKLEIE (17%)| WEIZENSTÄRKE| Palmfett| ROGGENMALZ| VOLLMILCHPULVER| Emulgator: SOJALECITHINE| Salz| Backtriebmittel: Natriumhydrogencarbonat| Kaliumcarbonat.,glutenhaltig,weizenmehl roggengrieskleie  weizenstärke palmfett roggenmalz vollmilchpulver emulgator sojalecithine salz backtriebmittel natriumhydrogencarbonat kaliumcarbonat
8196,Stärke| Zwiebeln| 8|5% jodiertes Meersalz²| Tomatenpulver| Palmöl| Paprika| Reismehl| WEIZENMEHL| Maltodextrin| Zucker| MOLKENERZEUGNIS| SENFSAMEN| Hefeextrakt| Würze| MILCHZUCKER| Petersilie| Rosmarin| geräucherter Speck (Schweinespeck| Speisesalz| Rauch)| Speisesalz| Champignonsaftkonzentrat| Knoblauch| Aromen| Cayennepfeffer| Zitronensaftpulver| Zwiebelsaftkonzentrat| Sonnenblumenöl. ²93% Meersalz im zugesetzten Salz. Kann Spuren von EI enthalten.,glutenhaltig,stärke zwiebeln  jodiertes meersalz tomatenpulver palmöl paprika reismehl weizenmehl maltodextrin zucker molkenerzeugnis senfsamen hefeextrakt würze milchzucker petersilie rosmarin geräucherter speck schweinespeck speisesalz rauch speisesalz champignonsaftkonzentrat knoblauch aromen cayennepfeffer zitronensaftpulver zwiebelsaftkonzentrat sonnenblumenöl  meersalz im zugesetzten salz kann spuren von ei enthalten
8197,61|5% Brathering [96|6% HERING (Clupea harengus)| Paniermehl (WEIZENMEHL| Dextrose)| Rapsöl]| Trinkwasser| Branntweinessig| Zwiebeln| Speisesalz| Aromen (enthalten SELLERIE)| Glukosesirup| Verdickungsmittel: Xanthan| Karamell| Süßungsmittel: Natriumsaccharin| Acesulfam K.,glutenhaltig, brathering  hering clupea harengus paniermehl weizenmehl dextrose rapsöl trinkwasser branntweinessig zwiebeln speisesalz aromen enthalten sellerie glukosesirup verdickungsmittel xanthan karamell süßungsmittel natriumsaccharin acesulfam k
8198,"Wasser| Sojamahlerzeugnisse (19%)(SOJAMEHL| SOJASCHROT)| WEIZENEIWEIß (12%)| WEIZENVOLLKORNMEHL| Leinsaat braun| Sonnenblumenkerne| SESAM| Goldleinsaat| Hefe| SOJAEIWEIß (2%)| Salz| GERSTENSAUERMALZSCHROT| geröstetes GERSTENMALZMEHL| Säureregulator: Natriumdiacetat| ROGGENVOLLKORNMEHL| Säuerungsmittel: Apfelsäure.
Unter Schutzatmosphäre verpackt.",glutenhaltig,wasser sojamahlerzeugnisse sojamehl sojaschrot weizeneiweiß  weizenvollkornmehl leinsaat braun sonnenblumenkerne sesam goldleinsaat hefe sojaeiweiß  salz gerstensauermalzschrot geröstetes gerstenmalzmehl säureregulator natriumdiacetat roggenvollkornmehl säuerungsmittel apfelsäureunter schutzatmosphäre verpackt
8199,42|4% Würzmischung (Jodsalz| Zwiebelpulver| Kurkuma| Muskatnuss| Pfeffer)| Zucker| Aromen (mit WEIZEN| SELLERIEÖL)| 11|2% Gemüse (3|8% Zwiebeln| 2|6% Karotten| 2|6% Lauch| 1|2% Petersilienwurzel| 1% Tomaten)| Palmfett| Würze (aus WEIZEN)| Salz| Kräuter (SELLERIEBLÄTTER| Petersilie| Lorbeer)| Knoblauchextrakt| Liebstöckelextrakt.Kann Spuren von EIER| MILCH| SENF und SOJA enthalten.,glutenhaltig, würzmischung jodsalz zwiebelpulver kurkuma muskatnuss pfeffer zucker aromen mit weizen sellerieöl  gemüse  zwiebeln  karotten  lauch  petersilienwurzel  tomaten palmfett würze aus weizen salz kräuter sellerieblätter petersilie lorbeer knoblauchextrakt liebstöckelextraktkann spuren von eier milch senf und soja enthalten
8200,"WEIZENMEHL| Zucker| pflanzliche Öle und Fette z.T. gehärtet| Schokolade 4|6% (Zucker| Kakaomasse 44%| Kakaobutter| Emulgator: E322)| kakaohaltige Fettglasur 3|8% (gehärtete pflanzliche Öle und Fette| Zucker| Mager Kakaopulver| trockene fettfreie Milchbestandteile| Emulgator: E492| E322| E476| Aromastoffe)| WEIZENSTÄRKE| ERDNÜSSE 3|0%| Dextrose| Reismehl| SOJAMEHL| Zitronenschale| MOLKENPULVER| frisches HÜHNEREIEIWEIß| HÜHNEREIEIWEIßPULVER| Glukosesirup| Salz| Backtriebmittel: E450a| E500| VOLLEIPULVER| Aromastoffe| MILCHEIWEIß| Emulgator: E322| Kakaopulver.

Kann Spuren von NÜSSEN enthalten.",glutenhaltig,weizenmehl zucker pflanzliche öle und fette zt gehärtet schokolade  zucker kakaomasse  kakaobutter emulgator e kakaohaltige fettglasur  gehärtete pflanzliche öle und fette zucker mager kakaopulver trockene fettfreie milchbestandteile emulgator e e e aromastoffe weizenstärke erdnüsse  dextrose reismehl sojamehl zitronenschale molkenpulver frisches hühnereieiweiß hühnereieiweißpulver glukosesirup salz backtriebmittel ea e volleipulver aromastoffe milcheiweiß emulgator e kakaopulverkann spuren von nüssen enthalten
8201,65% Hähnchenbrustfiletstücke| 25% Panade mit Cornflakes (WEIZENMEHL| Maismehl| Wasser| Speisesalz| Hefe)| Pflanzenfett| Kartoffelstärke| Speisesalz| Glukosesirup| Würze und Gewürze.,glutenhaltig, hähnchenbrustfiletstücke  panade mit cornflakes weizenmehl maismehl wasser speisesalz hefe pflanzenfett kartoffelstärke speisesalz glukosesirup würze und gewürze
8202,"Zucker| ERDNÜSSE| Kakaobutter| Palmöl| MAGERMILCHPULVER| Süßmolkenpulver (aus MILCH)| Glukosesirup| Kakaomasse| ERDNUSSMARK(3%)| BUTTERREINFETT| gezuckerte KONDENSMAGERMILCH| ERDNUSSSTÜCKCHEN| Feuchthaltemittel (Glycerin)| Invertzuckersirup| karamellisierter Zucker| Emulgatoren (SOJALECITHIN| E 476| E 471)| Reismehl| HASELNÜSSE| Speisesalz| Aromen.

Kann andere NÜSSE und WEIZEN enthalten.",glutenhaltig,zucker erdnüsse kakaobutter palmöl magermilchpulver süßmolkenpulver aus milch glukosesirup kakaomasse erdnussmark butterreinfett gezuckerte kondensmagermilch erdnussstückchen feuchthaltemittel glycerin invertzuckersirup karamellisierter zucker emulgatoren sojalecithin e  e  reismehl haselnüsse speisesalz aromenkann andere nüsse und weizen enthalten
8203,"WEIZENMEHL| 20% Schokolade (Kakaomasse| Zucker| Kakaobutter| Emulgator: Lecithine)| pflanzliches Fett (Palm)| Zucker| WEIZENSTÄRKE| BUTTERFETT| SÜßMOLKENPULVER (MILCH)| Glukosesirup| VOLLEIPULVER*| Backtriebmittel: Ammoniumcarbonate| Natriumcarbonaet| Salz| Aroma.
*von EIERN aus Bodenhaltung.

Kann Spuren von SOJA und SCHALENFRÜCHTEN enthalten.",glutenhaltig,weizenmehl  schokolade kakaomasse zucker kakaobutter emulgator lecithine pflanzliches fett palm zucker weizenstärke butterfett süßmolkenpulver milch glukosesirup volleipulver backtriebmittel ammoniumcarbonate natriumcarbonaet salz aromavon eiern aus bodenhaltungkann spuren von soja und schalenfrüchten enthalten
8204,35 % VOLLKORNHAFERFLOCKEN| 25 % VOLLKORNWEIZENFLOCKEN| 11 % VOLLKORNGERSTENFLOCKEN| 10 % ganze und gehackte HASELNÜSSE| 6 % ganze CASHEWkerne| 6 % ganze und gehobelte MANDELN| Sonnenblumenkerne| Leinsaat| Kürbiskerne,glutenhaltig,  vollkornhaferflocken   vollkornweizenflocken   vollkorngerstenflocken   ganze und gehackte haselnüsse   ganze cashewkerne   ganze und gehobelte mandeln sonnenblumenkerne leinsaat kürbiskerne
8205,"WEIZENMEHL (58%)| Wasser| pflanzliches Öl| Stabilisatoren Glycerin| Carboxymehtylcellulose und Guarkernmehl| Backtriebmittel Natriumcarbonat und Diphosphat| Speisesalz| Säuerungsmittel Apfelsäure| Emulgator Mono-und Diglyceride von Speisefettsäuren| Dextrose| Konservierungsstoffe Calciumpropionat und Kaliumsorbat.
Unter Schutzatmosphäre verpackt.",glutenhaltig,weizenmehl  wasser pflanzliches öl stabilisatoren glycerin carboxymehtylcellulose und guarkernmehl backtriebmittel natriumcarbonat und diphosphat speisesalz säuerungsmittel apfelsäure emulgator monound diglyceride von speisefettsäuren dextrose konservierungsstoffe calciumpropionat und kaliumsorbatunter schutzatmosphäre verpackt
8206,Geröstete Vollkorngetreideflocken (HAFER- 20%| GERSTEN- 4%| WEIZEN- 3%)| Glukose-Fruktose-Sirup| Getreidecrispies (WEIZENMEHL 8%| Zucker| Maismehl 1%| Reismehl 1%| GERSTENMALZ| Salz| Karamellzuckersirup)| Glukosesirup| HASELNÜSSE 10%| Zucker| Cornflakes (Mais 6%| Salz|GERSTENMALZEXTRAKT)| Kokosfett| geröstete Kokosflocken| Honig 1%| Salz| Karamellzuckersirup| Emulgator Sonnenblumen-Lecithine| natürliches Aroma.,glutenhaltig,geröstete vollkorngetreideflocken hafer  gersten  weizen  glukosefruktosesirup getreidecrispies weizenmehl  zucker maismehl  reismehl  gerstenmalz salz karamellzuckersirup glukosesirup haselnüsse  zucker cornflakes mais  salzgerstenmalzextrakt kokosfett geröstete kokosflocken honig  salz karamellzuckersirup emulgator sonnenblumenlecithine natürliches aroma
8207,Zucker| Kakaobutter| VOLLMILCHPULVER| Kakaomasse| BUTTERREINFETT| MILCHZUCKER| MAGERMILCHPULVER| GERSTENMALZEXTRAKT| Emulgator: SOJALECITHIN| Aroma.Kann Spuren von HASELNÜSSEN und MANDELN enthalten.,glutenhaltig,zucker kakaobutter vollmilchpulver kakaomasse butterreinfett milchzucker magermilchpulver gerstenmalzextrakt emulgator sojalecithin aromakann spuren von haselnüssen und mandeln enthalten
8208,Wasser| Sonnenblumenöl| Hühnerfleisch (9|5%)| EIGELB| WEIZENMEHL| Hühnerfett| Palmfett| Zucker| Branntweinessig| Gewürze (enthält SENF)| Speisesalz| Verdickungsmittel: Guarkernmehl| Xanthan| Gelatine| Dextrose| Limettensaft| Tomatenmark| Karamellpulver| Säuerungsmittel: Citronensäure| Hefeextrakt| Aroma.,glutenhaltig,wasser sonnenblumenöl hühnerfleisch  eigelb weizenmehl hühnerfett palmfett zucker branntweinessig gewürze enthält senf speisesalz verdickungsmittel guarkernmehl xanthan gelatine dextrose limettensaft tomatenmark karamellpulver säuerungsmittel citronensäure hefeextrakt aroma
8209,"Zucker| Kartoffelstärke| 13|4% Tomaten| Gewürze (2% Zwiebeln| Paprika| Bockshornklee| Kurkuma| Knoblauch| Chili| Kreuzkümmel| SENFKÖRNER| Koriander| Pfeffer| Kardamom| Ingwer)| Maltodextrin| Fruchtzucker| Reismehl| Jodsalz| Aromen| Apfelpulver| Hefeextrakt| Sojasaucenpulver (SOJABOHNEN| WEIZEN| Salz)|Rote-Bete-Saftpulver| geräucherter Speck (Speck| Rauch)| Sonnenblumenöl| Raucharoma| Salz| Säuerungsmittel Citronensäure. 

Kann SELLERIE| EIER und MILCH enthalten.",glutenhaltig,zucker kartoffelstärke  tomaten gewürze  zwiebeln paprika bockshornklee kurkuma knoblauch chili kreuzkümmel senfkörner koriander pfeffer kardamom ingwer maltodextrin fruchtzucker reismehl jodsalz aromen apfelpulver hefeextrakt sojasaucenpulver sojabohnen weizen salzrotebetesaftpulver geräucherter speck speck rauch sonnenblumenöl raucharoma salz säuerungsmittel citronensäure kann sellerie eier und milch enthalten
8210,"54|1% Nudeln (HARTWEIZENGRIEß| HÜHNEREI-EIWEIß| WEIZENEIWEIß)| Stärke| 11|2% SAHNEPULVER| TROCKENMILCHERZEUGNIS| WEIZENMEHL| Jodsalz| Hefeextrakt| Tomaten| Petersilie| Gewürze (Knoblauch| Kurkuma)| Sonnenblumenöl| Zucker| Aromen| Palmfett| Maltodextrin| Säuerungsmittel Citronensäure.

Kann SOJA| SELLERIE und SENF enthalten.",glutenhaltig, nudeln hartweizengrieß hühnereieiweiß weizeneiweiß stärke  sahnepulver trockenmilcherzeugnis weizenmehl jodsalz hefeextrakt tomaten petersilie gewürze knoblauch kurkuma sonnenblumenöl zucker aromen palmfett maltodextrin säuerungsmittel citronensäurekann soja sellerie und senf enthalten
8211,Palmfett| Stärke| WEIZENMEHL| Jodsalz| MILCHZUCKER| MOLKENERZEUGNIS| Zucker| Hefeextrakt| MILCHEIWEISS| Gewürze (Zwiebeln| Knoblauch| Pfeffer| Kurkuma)| Sonnenblumenöl| Würze (aus WEIZEN)| Aromen (mit MILCH). Kann SELLERIE| EIER| SENF und SOJA enthalten.,glutenhaltig,palmfett stärke weizenmehl jodsalz milchzucker molkenerzeugnis zucker hefeextrakt milcheiweiss gewürze zwiebeln knoblauch pfeffer kurkuma sonnenblumenöl würze aus weizen aromen mit milch kann sellerie eier senf und soja enthalten
8212,Wasser| GERSTENMALZ| Hopfen.,glutenhaltig,wasser gerstenmalz hopfen
8213,VOLLKORNWEIZEN (42%)| VOLLKORNHAFERFLOCKEN (36%)| Rosinen (15%)| TROCKENMAGERMILCH| Trockenmolkepulver| geröstete NUSSSTÜCKCHEN (2|5%) (HASELNÜSSE&Mandeln)| GERSTENMALZEXTRAKT| Salz.,glutenhaltig,vollkornweizen  vollkornhaferflocken  rosinen  trockenmagermilch trockenmolkepulver geröstete nussstückchen  haselnüssemandeln gerstenmalzextrakt salz
8214,"Früchte* 95% (Äpfel* 53%| Bananen* 29%| Apfelsaft* aus Apfelsaftkonzentrat| Zitronensaft* aus Zitronensaftkonzentrat)| Keks* 5% (WEIZENMEHL*| SÜßMOLKENPULVER*| BUTTER*| WEIZENSTÄRKE*)| Vitamin C.
*aus biologischer Erzeugung.

Keks kann Spuren von EI und SCHALENFRÜCHTEN enthalten.",glutenhaltig,früchte  äpfel  bananen  apfelsaft aus apfelsaftkonzentrat zitronensaft aus zitronensaftkonzentrat keks  weizenmehl süßmolkenpulver butter weizenstärke vitamin caus biologischer erzeugungkeks kann spuren von ei und schalenfrüchten enthalten
8215,"53|2 % Nudeln (HARTWEIZENGRIESS| EIER)| 11 % SAHNEPULVER| Stärke| 6|6 % PARMESAN (PARMIGIANO REGGIANO)| TROCKENMILCHERZEUGNIS| WEIZENMEHL| Jodsalz| 2 % SCHMELZKÄSE| geräuchertes Speckfett (Speck| Rauch)| Schnittlauch| Hefeextrakt| MOLKENERZEUGNIS| Zucker| WEIZENSTÄRKE| Aromen (mit MILCH)| Zitronensaftpulver. 

Kann SELLERIE| SENF und SOJA enthalten.",glutenhaltig,  nudeln hartweizengriess eier   sahnepulver stärke   parmesan parmigiano reggiano trockenmilcherzeugnis weizenmehl jodsalz   schmelzkäse geräuchertes speckfett speck rauch schnittlauch hefeextrakt molkenerzeugnis zucker weizenstärke aromen mit milch zitronensaftpulver kann sellerie senf und soja enthalten
8216,WEIZENMEHL| Wasser| 8|4% eingelegte Peperonistücke (Peperoni| Wasser| Branntweinessig| Salz| Antioxidationsmittel Ascorbinsäure| Säuerungsmittel Citronensäure)| 7|4% passierte Tomaten| 6|2% schnittfester MOZZARELLA KÄSE| 6|2% EMMENTALER KÄSE| SAUERRAHM| 3|1% Cheddar KÄSE (MILCH| Salz| Farbstoff Annatto)| Backhefe| FRISCHKÄSE| Palmfett| BUTTER| Salz| Zucker| Säuerungsmittel (Calciumphosphate| Calciumcitrate)| GERSTENMALZEXTRAKT| modifizierte Stärke| Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren| Backtriebmittel Natriumhydrogencarbonat| Verdickungsmittel Guarkernmehl| Chilischoten| Petersilie| Knoblauch| Oregano| aufgeschlossenes Pflanzeneiweiß| Pfeffer| Maltodextrin| Rapsöl| Karamell| Paprika| Tomatenmark| Zitronensaft| Gewürzextrakt.,glutenhaltig,weizenmehl wasser  eingelegte peperonistücke peperoni wasser branntweinessig salz antioxidationsmittel ascorbinsäure säuerungsmittel citronensäure  passierte tomaten  schnittfester mozzarella käse  emmentaler käse sauerrahm  cheddar käse milch salz farbstoff annatto backhefe frischkäse palmfett butter salz zucker säuerungsmittel calciumphosphate calciumcitrate gerstenmalzextrakt modifizierte stärke emulgator mono und diacetylweinsäureester von mono und diglyceriden von speisefettsäuren backtriebmittel natriumhydrogencarbonat verdickungsmittel guarkernmehl chilischoten petersilie knoblauch oregano aufgeschlossenes pflanzeneiweiß pfeffer maltodextrin rapsöl karamell paprika tomatenmark zitronensaft gewürzextrakt
8217,"Eierspätzle gegart (41%) (Trinkwasser| HARTWEIZENGRIEß| HÜHNEREI| Speisesalz)| Champignons| Hähnchenbrust mariniert| gegart (12%)(Hähnchenbrust| Palmöl| Speisesalz| Dextrose)| Trinkwasser| Erbsen| SCHLAGSAHNE (5%)| Frühlingszwiebeln| VOLLMILCH| Speisesalz| Tomatenmark| Schnittlauch| Rinder-Fond (Rindfleich| Trinkwassr| Speisesalz)| Kartoffelstärke| BUTTER| Knoblauch| Paprika gemahlen| schwarze Pfeffer.

Kann Spuren von KREBSTIEREN| FISCH| SOJA| SELLERIE| SENF und WEICHTIEREN enthalten.",glutenhaltig,eierspätzle gegart  trinkwasser hartweizengrieß hühnerei speisesalz champignons hähnchenbrust mariniert gegart hähnchenbrust palmöl speisesalz dextrose trinkwasser erbsen schlagsahne  frühlingszwiebeln vollmilch speisesalz tomatenmark schnittlauch rinderfond rindfleich trinkwassr speisesalz kartoffelstärke butter knoblauch paprika gemahlen schwarze pfefferkann spuren von krebstieren fisch soja sellerie senf und weichtieren enthalten
8218,"Oregano.

Kann Spuren von WEIZEN| SELLERIE| SENF| SESAM und NÜSSEN enthalten.",glutenhaltig,oreganokann spuren von weizen sellerie senf sesam und nüssen enthalten
8219,"Zucker| HASELNUSSMASSE(18%)| Kakaobutter| Kakaomasse| VOLLMILCHPULVER| MILCHZUCKER| MAGERMILCHPULVER| BUTTERREINFETT| Emulgator: Lecithine (SOJA)| natürliches Aroma.

Kann Spuren von ERDNÜSSEN| anderen SCHALENFRÜCHTEN| GLUTEN und EI enthalten.",glutenhaltig,zucker haselnussmasse kakaobutter kakaomasse vollmilchpulver milchzucker magermilchpulver butterreinfett emulgator lecithine soja natürliches aromakann spuren von erdnüssen anderen schalenfrüchten gluten und ei enthalten
8220,"HARTWEIZENMEHL.

Im Produktionsbetrieb werden auch SOJA und EI verarbeitet.",glutenhaltig,hartweizenmehlim produktionsbetrieb werden auch soja und ei verarbeitet
8221,Zucker| Kakaobutter| MAGERMILCHPULVER| Süßmolkenpulver(aus MILCH)| BUTTERREINFETT| Emulgator (SOJALECITHIN)| Aroma. Kann NÜSSE und WEIZEN enthalten.,glutenhaltig,zucker kakaobutter magermilchpulver süßmolkenpulveraus milch butterreinfett emulgator sojalecithin aroma kann nüsse und weizen enthalten
8222,"HARTWEIZENGRIEß| FRISCHEI(10%).

Kann Spuren von SOJA enthalten.",glutenhaltig,hartweizengrieß frischeikann spuren von soja enthalten
8223,"48% WEIZENMEHL| Wasser| 6% ROGGENMEHL| 5% HAFERFLOCKEN| 4% Leinsamen| 2% SESAM| 1|3% WEIZENKLEIE| 1|3% WEIZENSCHROT| Salz| Sonnenblumenkerne| Hefe| 0|6% Malzmehl (WEIZEN| ROGGEN| GERSTE)| Gewürze. 

Kann Spuren von SOJA| MILCH| SCHALENFRÜCHTEN und SENF enthalten.",glutenhaltig, weizenmehl wasser  roggenmehl  haferflocken  leinsamen  sesam  weizenkleie  weizenschrot salz sonnenblumenkerne hefe  malzmehl weizen roggen gerste gewürze kann spuren von soja milch schalenfrüchten und senf enthalten
